Ciudad,Pais
Rosport,Luxembourg
Ehner,Luxembourg
Kesterciems,Latvia
Florida,Latvia
Pastende,Latvia
Smarde,Latvia
Slampe,Latvia
Baldone,Latvia
Kartuzi,Latvia
Maurani,Latvia
Liepas,Latvia
Dzerumi,Latvia
Mucenieki,Latvia
Melnbarzi,Latvia
Zuji,Latvia
Sarkanmuiza,Latvia
"Myza Turkalnes",Latvia
Sloka,Latvia
Pidriki,Latvia
Jaunate,Latvia
Liepaja,Latvia
Berzpils,Latvia
Benghazi,Libya
Tubruq,Libya
Surt,Libya
Janzur,Libya
Zlitan,Libya
"Az Zuwaytinah",Libya
Ambayyah,Libya
"Al Khums",Libya
Misratah,Libya
"Al Mayah",Libya
Darnah,Libya
Sabratah,Libya
Waddan,Libya
Surman,Libya
"Abu `isa",Libya
Gharyan,Libya
Misurata,Libya
Banghazi,Libya
Bayda,Libya
"Ad Dafiniyah",Libya
"Oulad Sa'id",Morocco
"Sidi Sliman",Morocco
Ahfir,Morocco
"Bir Jdid",Morocco
"Sidi Bennour",Morocco
Mjoutat,Morocco
"Meknès Plaisance",Morocco
Ounagha,Morocco
"Ksar El Kebîr",Morocco
Tangier,Morocco
"Douar Frakit",Morocco
Plage,Morocco
Imouzzer,Morocco
Benguerir,Morocco
Tawnat,Morocco
"Martimprey Du Kiss",Morocco
Media,Morocco
Khouribja,Morocco
Sali,Morocco
Agdal,Morocco
"La Condamine",Monaco
Monaco-ville,Monaco
Monte-carlo,Monaco
Fontvieille,Monaco
Ulmu,Moldov
Dnestrovsk,Moldov
Cimislia,Moldov
Ialpugeni,Moldov
Speia,Moldov
Mladinesht',Moldov
Puhaceni,Moldov
Galbenita,Moldov
Boghiceni,Moldov
Budesti,Moldov
Slobodzeya,Moldov
Dnestrovsc,Moldov
Horjesti,Moldov
Salcuta,Moldov
Sângera,Moldov
Maximovca,Moldov
Corjeuti,Moldov
Edinet,Moldov
Taraclia,Moldov
"Cobusca Noua",Moldov
Krstac,Montenegro
Obod,Montenegro
Leta,Montenegro
Tuzi,Montenegro
Konik,Montenegro
Kosijeri,Montenegro
Kolozun,Montenegro
Kolasin,Montenegro
Radovici,Montenegro
Borete,Montenegro
Priboj,Montenegro
Pluzine,Montenegro
"Dugi Do",Montenegro
"Stari Bar",Montenegro
Ulica,Montenegro
Skaljari,Montenegro
Berane,Montenegro
Zagoric,Montenegro
Klikovace,Montenegro
Plevlja,Montenegro
Grand-case,"Saint Martin"
Rambaud,"Saint Martin"
Marigot,"Saint Martin"
Morondava,Madagascar
Antaninarenina,Madagascar
Toliary,Madagascar
Antsahampano,Madagascar
Ambohitrimanjaka,Madagascar
Andafiavaratra,Madagascar
Andoharanofotsy,Madagascar
Majunga,Madagascar
Faravohitra,Madagascar
Moramanga,Madagascar
Ambohidratimo,Madagascar
Mahamasina,Madagascar
Nosy-be,Madagascar
Tamatave,Madagascar
Ambohidahy,Madagascar
Ankorahotra,Madagascar
Fianarantsoa,Madagascar
Ambohimanga,Madagascar
Ambatolampy,Madagascar
Sambava,Madagascar
Majuro,"Marshall Islands"
Ebeye,"Marshall Islands"
"Dolna Belica",Macedonia
Kalderjac,Macedonia
"Nov Dojran",Macedonia
Orasac,Macedonia
Kicevo,Macedonia
Bogomila,Macedonia
Strumica,Macedonia
Dobroshtë,Macedonia
Mogila,Macedonia
Kolicko,Macedonia
Tremnik,Macedonia
Pripor,Macedonia
Sopiste,Macedonia
Rastani,Macedonia
Capari,Macedonia
Labunista,Macedonia
"Umin Dol",Macedonia
Belica,Macedonia
Gostivar,Macedonia
Kazani,Macedonia
Koulikoro,Mali
Sélingué,Mali
Douentza,Mali
"Bamako Koura",Mali
Koro,Mali
Niono,Mali
San,Mali
Goundam,Mali
Bandiagara,Mali
Niarela,Mali
Sévaré,Mali
Kidal,Mali
Bamabougou,Mali
Kita,Mali
Torokorobougou,Mali
Bama,Mali
Sikasso,Mali
Débougou,Mali
Mopti,Mali
Kati,Mali
Mandalay,Myanmar
Pathein,Myanmar
Rangoon,Myanmar
Yangon,Myanmar
Darhan,Mongolia
"Ulan Bator",Mongolia
Erdenet,Mongolia
Ulaangom,Mongolia
Nalaikha,Mongolia
Dzuunmod,Mongolia
Darkhan,Mongolia
Bayangol,Mongolia
Bayan,Mongolia
Choibalsan,Mongolia
Ulaanbaatur,Mongolia
Orhon,Mongolia
Ulaanbaatar,Mongolia
Ulaanbaator,Mongolia
Mandalgovi,Mongolia
Khentiï,Mongolia
Bulgan,Mongolia
Sühbaatar,Mongolia
Zuunkharaa,Mongolia
Orkhon,Mongolia
Coloane,Macau
Ao-men,Macau
Taipa,Macau
"Hac Sá",Macau
Macau,Macau
"Cidade De Macau",Macau
"Cheoc Ca Chün",Macau
Lin-chia-ts'un,Macau
"Lai Chi Van",Macau
Rota,"Northern Mariana Islands"
Tinian,"Northern Mariana Islands"
Saipan,"Northern Mariana Islands"
"La Favorite",Martinique
Bézaudin,Martinique
Saingaule,Martinique
Acajou,Martinique
Gros-morne,Martinique
"Anses D'arlet",Martinique
Lamentin,Martinique
Pelletier,Martinique
Abymes,Martinique
"Les Anses D'arlet",Martinique
"Les Coteaux",Martinique
"Petite Anse",Martinique
"Bois La Charles",Martinique
"Four à Chaux",Martinique
"Anses D'arlets",Martinique
"Le Carbet",Martinique
Carbet,Martinique
Tartane,Martinique
"Morne Rouge",Martinique
"Le François",Martinique
Rosso,Mauritania
Nouakchot,Mauritania
Nouakchott,Mauritania
Nouâdhibou,Mauritania
Plymouth,Montserrat
Woodlands,Montserrat
Olveston,Montserrat
"Saint Peters",Montserrat
Salem,Montserrat
"Saint John's",Montserrat
Banks,Montserrat
"Davy Hill",Montserrat
"Cudjoe Head",Montserrat
Is-swieqi,Malta
Xaghra,Malta
Cospicua,Malta
"Hal Lija",Malta
Hamrija,Malta
"Hal Qormi",Malta
M'skala,Malta
Siggiewi,Malta
H'attard,Malta
Gudja,Malta
Biskra,Malta
Id-daÄ§ar,Malta
Il-mellieÄ§a,Malta
Manikata,Malta
"Fleur De Lys",Malta
Xghajra,Malta
Bugibba,Malta
Il-mellieha,Malta
Curmi,Malta
Gomerino,Malta
"Quinze Cantons",Mauritius
Bénarès,Mauritius
"Poudre D'or Hamlet",Mauritius
"River Du Poste Station",Mauritius
Bambous,Mauritius
"Pointe Aux Cannoniers",Mauritius
Lalmatie,Mauritius
"Mont Lubin",Mauritius
Julien,Mauritius
"Baie Du Tombeau",Mauritius
Henrietta,Mauritius
Midlands,Mauritius
Moka,Mauritius
Laventure,Mauritius
Vacoas,Mauritius
"The Vale",Mauritius
"Beau Vallon",Mauritius
"Oyster Bay",Mauritius
"Les Guibies",Mauritius
Floréal,Mauritius
Naifaru,Maldives
Thinadhoo,Maldives
Hithadhoo,Maldives
Kulhudhuffushi,Maldives
Dhidhdhoo,Maldives
Male,Maldives
Felidhoo,Maldives
Gan,Maldives
Eydhafushi,Maldives
Mahibadhoo,Maldives
Maale,Maldives
Manadhoo,Maldives
Viligili,Maldives
Magoodhoo,Maldives
Thyolo,Malawi
Mangochi,Malawi
Ntchisi,Malawi
Lilongwe,Malawi
Zomba,Malawi
Limbe,Malawi
Mzuzu,Malawi
Made,Malawi
Kasungu,Malawi
Mulanje,Malawi
"Monkey Bay",Malawi
"Nkhata Bay",Malawi
Namadzi,Malawi
Lumbadzi,Malawi
Blantyre,Malawi
Mchinji,Malawi
Chikwawa,Malawi
Temozón,Mexico
"Guevea De Húmboldt",Mexico
Fortín,Mexico
Iztapalapa,Mexico
"Santa Rosa Jáuregui",Mexico
"Santiago Yancuitlalpan",Mexico
Pedregal,Mexico
"Santa Cruz De La Soledad",Mexico
"Putla De Guerrero",Mexico
Seyé,Mexico
"Santa Catarina Ticuá",Mexico
Morelos,Mexico
Soyatitán,Mexico
Aquila,Mexico
Tesistán,Mexico
"Ciudad Acuña",Mexico
"Ciudad Lerdo",Mexico
Ajacuba,Mexico
Cholula,Mexico
Lagartero,Mexico
Pertang,Malaysia
"Bukit Rotan",Malaysia
Broga,Malaysia
Jawi,Malaysia
"Kuala Gula",Malaysia
Sabak,Malaysia
"Kampong Bukit Lanjan",Malaysia
Jertih,Malaysia
Sundar,Malaysia
"Paya Besar",Malaysia
"Pengkalan Chepa",Malaysia
"Kubang Kerian",Malaysia
"Durian Tunggal",Malaysia
"Kampong Gelamai",Malaysia
"Kuala Pegang",Malaysia
"Kampong Bukit Pinang",Malaysia
"Taman Uda",Malaysia
Jitra,Malaysia
"Rumah Pekeja",Malaysia
Rawang,Malaysia
Pemba,Mozambique
Inhambane,Mozambique
Gorongosa,Mozambique
Moatize,Mozambique
Songo,Mozambique
Vilankulo,Mozambique
Tete,Mozambique
Quelimane,Mozambique
Niassa,Mozambique
Gondola,Mozambique
Lichinga,Mozambique
Manica,Mozambique
Mocuba,Mozambique
Nova,Mozambique
Chibuto,Mozambique
Xai-xai,Mozambique
Massinga,Mozambique
Moçambique,Mozambique
Nhamizua,Mozambique
Matola-rio,Mozambique
Walvisbaai,Namibia
Leonardville,Namibia
Maltahöhe,Namibia
Onamahoka,Namibia
Grünau,Namibia
"Henties Bay",Namibia
Oranjemund,Namibia
Arandis,Namibia
Windhuk,Namibia
"Walvis Bay",Namibia
Ohangwena,Namibia
Kazi,Namibia
Khorixas,Namibia
Oshikuku,Namibia
Omuthiya,Namibia
Noordoewer,Namibia
Ruacana,Namibia
Outjo,Namibia
Sendelingsdrif,Namibia
Samara,Namibia
Sarraméa,"New Caledonia"
Yaté,"New Caledonia"
Kaala-gomén,"New Caledonia"
Farino,"New Caledonia"
Blanchot,"New Caledonia"
Plum,"New Caledonia"
Kouaoua,"New Caledonia"
Touho,"New Caledonia"
Poindimié,"New Caledonia"
Auteuil,"New Caledonia"
Houaïlou,"New Caledonia"
Boulouparis,"New Caledonia"
Koné,"New Caledonia"
Népoui,"New Caledonia"
Pouembout,"New Caledonia"
"La Coulée","New Caledonia"
Bouloupari,"New Caledonia"
Mont-dore,"New Caledonia"
Poro,"New Caledonia"
Yahoué,"New Caledonia"
Kaba,Niger
Niamey,Niger
Agadez,Niger
Gouré,Niger
Maradi,Niger
Malbaza,Niger
Arlit,Niger
Diffa,Niger
Tahoua,Niger
Kingston,"Norfolk Island"
Kirikiri,Nigeria
Oko,Nigeria
Ndoni,Nigeria
Baba,Nigeria
Anka,Nigeria
Iperindo,Nigeria
Ilate,Nigeria
Ibeju,Nigeria
Bonny,Nigeria
Igbobi,Nigeria
Sapele,Nigeria
Ganme,Nigeria
Makurdi,Nigeria
Ogbomosho,Nigeria
Jalingo,Nigeria
Akwa,Nigeria
Sagamu,Nigeria
Ikare,Nigeria
Idimu,Nigeria
Ila,Nigeria
Jinotepe,Nicaragua
"La Concha",Nicaragua
Siuna,Nicaragua
Jinotega,Nicaragua
"San Nicolás",Nicaragua
"San Sebastián De Yalí",Nicaragua
"El Crucero",Nicaragua
Mecatepillo,Nicaragua
Juigalpa,Nicaragua
Corinto,Nicaragua
Nindirí,Nicaragua
Bonanza,Nicaragua
Matiguás,Nicaragua
"El Edén",Nicaragua
Cebadilla,Nicaragua
Chichigalpa,Nicaragua
Larreynaga,Nicaragua
"La Libertad",Nicaragua
"San José Del Sur",Nicaragua
"San Diego",Nicaragua
Engelbert,Netherlands
Hemmen,Netherlands
Mijnheerkens,Netherlands
Loobeek,Netherlands
Kerckebosch,Netherlands
Knuitershoek,Netherlands
Lombok,Netherlands
Dirkshorn,Netherlands
Roderwolde,Netherlands
Schermerhorn,Netherlands
Dusseldorp,Netherlands
Duinen,Netherlands
Wooldrik,Netherlands
Boksum,Netherlands
Slijkwell,Netherlands
Morgenstond,Netherlands
Nijnsel,Netherlands
Wapenveld,Netherlands
Mullem,Netherlands
Ouwsterhaule,Netherlands
Aana-sira,Norway
Aandervaag,Norway
Goavkejåkka,Norway
Aasberg,Norway
Muruvik,Norway
Dolvik,Norway
Vea,Norway
Botn,Norway
Kiberg,Norway
Salhus,Norway
Åmot,Norway
Sirma,Norway
Gratangen,Norway
Søvassli,Norway
Lauvsnes,Norway
Vaagan,Norway
Hemnesberget,Norway
Sagen,Norway
Frya,Norway
Leikanger,Norway
Kailali,Nepal
Siraha,Nepal
Bathala,Nepal
Beni,Nepal
Syangja,Nepal
Kirtipur,Nepal
Tikapur,Nepal
Nepalganj,Nepal
Biratnagar,Nepal
Dhulikhel,Nepal
Banepa,Nepal
Birgunj,Nepal
Butwal,Nepal
Bharatpur,Nepal
Waling,Nepal
Birganj,Nepal
Phidim,Nepal
Dharan,Nepal
Itahari,Nepal
Kunchha,Nepal
Avatele,Niue
Alofi,Niue
Mutalau,Niue
Tamahere,"New Zealand"
Haruru,"New Zealand"
Paraparaumu,"New Zealand"
Dacre,"New Zealand"
Rangataua,"New Zealand"
Opononi,"New Zealand"
Woodhill,"New Zealand"
Papanui,"New Zealand"
"Maori Point","New Zealand"
Rongotea,"New Zealand"
Papatawa,"New Zealand"
Crofton,"New Zealand"
Harihari,"New Zealand"
Pahi,"New Zealand"
"Franz Josef","New Zealand"
Warkworth,"New Zealand"
Makarewa,"New Zealand"
"Saint Andrews","New Zealand"
Opoutere,"New Zealand"
"Upper Takaka","New Zealand"
Manah,Oman
"Al `afifah",Oman
"Al Khuwayrah",Oman
Sihah,Oman
Salalah,Oman
Wudam,Oman
Firq,Oman
Muttrah,Oman
Sham,Oman
"Wadi Kabir",Oman
"As Sumayni",Oman
Murayjat,Oman
Mudaybi,Oman
Barka',Oman
"Abu Nukhayl",Oman
Darsait,Oman
"Misfah Al `ali",Oman
Ghallah,Oman
Ghubrah,Oman
Hail,Oman
"Los Ángeles",Panama
Palmira,Panama
"Santa Clara",Panama
"Vista Hermosa",Panama
Arraiján,Panama
"Chiguirí Arriba",Panama
"Puerto Armuelles",Panama
"La Loma",Panama
Boquerón,Panama
Paitilla,Panama
"La Villa",Panama
Guadalupe,Panama
"La Mitra",Panama
Valencia,Panama
"La Espigadilla",Panama
Cuba,Panama
Chitra,Panama
"Ciudad Radial",Panama
"El Limón",Panama
"Bella Vista",Panama
"La Tinguiña",Peru
Tarata,Peru
"El Agustino",Peru
Concepción,Peru
Ferreñafe,Peru
Ocutapampa,Peru
Sachaca,Peru
Ate,Peru
Carhuaz,Peru
Saposoa,Peru
Iscos,Peru
Yungay,Peru
Chanchamayo,Peru
"La Legua",Peru
Cartavio,Peru
Requena,Peru
Monterrico,Peru
Eten,Peru
Huamachuco,Peru
"Santiago De Chuco",Peru
Toahotu,"French Polynesia"
Vaitape,"French Polynesia"
Patio,"French Polynesia"
Teahupoo,"French Polynesia"
Afareaitu,"French Polynesia"
Tiarei,"French Polynesia"
Temae,"French Polynesia"
Maatea,"French Polynesia"
Papara,"French Polynesia"
Avatoru,"French Polynesia"
Omoa,"French Polynesia"
Faaa,"French Polynesia"
Vairao,"French Polynesia"
Arue,"French Polynesia"
Afaahiti,"French Polynesia"
Paea,"French Polynesia"
Paturoa,"French Polynesia"
Papeari,"French Polynesia"
Paopao,"French Polynesia"
Papetoai,"French Polynesia"
Alotau,"Papua New Guinea"
Vanimo,"Papua New Guinea"
Boroko,"Papua New Guinea"
Hagen,"Papua New Guinea"
Kavieng,"Papua New Guinea"
Hohola,"Papua New Guinea"
Mendi,"Papua New Guinea"
"Mount Hagen","Papua New Guinea"
Buka,"Papua New Guinea"
"Port Moresby","Papua New Guinea"
Rabaul,"Papua New Guinea"
Popondetta,"Papua New Guinea"
Kundiawa,"Papua New Guinea"
Bulolo,"Papua New Guinea"
Wabag,"Papua New Guinea"
Madang,"Papua New Guinea"
Korobosea,"Papua New Guinea"
Kokopo,"Papua New Guinea"
Wewak,"Papua New Guinea"
Kiunga,"Papua New Guinea"
Opol,Philippines
Tupas,Philippines
Buliran,Philippines
Asis,Philippines
Caibiran,Philippines
Carigara,Philippines
Dueñas,Philippines
Bao,Philippines
"Mataas Na Kahoy",Philippines
Victoria,Philippines
Sampaloc,Philippines
Cabahug,Philippines
Sicayab,Philippines
Punay,Philippines
"Legaspi City",Philippines
Taal,Philippines
Silangan,Philippines
Cordoba,Philippines
Kangleon,Philippines
Enrile,Philippines
Dharlala,Pakistan
Gulshan-e-iqbal,Pakistan
Lahor,Pakistan
Muridke,Pakistan
Wazirabad,Pakistan
"Jandiala Dhabwala",Pakistan
"Shahwali Ki Dhok",Pakistan
Gujrat,Pakistan
"Udero Lal",Pakistan
Kashmor,Pakistan
Hala,Pakistan
Shinkiari,Pakistan
Judhal,Pakistan
Kotri,Pakistan
"Mian Chhohra",Pakistan
"Ghulam Khel",Pakistan
Sodhra,Pakistan
Sarai,Pakistan
Garamthun,Pakistan
Gaggoo,Pakistan
Podglebokie,Poland
Imielkow,Poland
"Chmielen Wielki",Poland
Walenczów,Poland
Kaweczynek,Poland
Gumna,Poland
Dziurówka,Poland
Kartno,Poland
Ladzice,Poland
Margonin,Poland
Niznalaka,Poland
Wieniec,Poland
Lukawica,Poland
Biadacz,Poland
Chrostkowo,Poland
"Bojszowy Nowe",Poland
Czyzew-osada,Poland
"Drozyska Wielkie",Poland
"Stary Wegliniec",Poland
Kocudza,Poland
"Petit Barachois","Saint Pierre and Miquelon"
Miquelon,"Saint Pierre and Miquelon"
Saint-pierre,"Saint Pierre and Miquelon"
Adamstown,"Pitcairn Islands"
"Rio Blanco","Puerto Rico"
"Las Marias","Puerto Rico"
Comerio,"Puerto Rico"
Fajardo,"Puerto Rico"
Adjuntas,"Puerto Rico"
"San Juan","Puerto Rico"
Aguada,"Puerto Rico"
Ensenada,"Puerto Rico"
Guayanilla,"Puerto Rico"
Garrochales,"Puerto Rico"
Ceiba,"Puerto Rico"
Camuy,"Puerto Rico"
Luquillo,"Puerto Rico"
Culebra,"Puerto Rico"
"Vega Alta","Puerto Rico"
Humacao,"Puerto Rico"
"Vega Baja","Puerto Rico"
Florida,"Puerto Rico"
Arroyo,"Puerto Rico"
"San Antonio","Puerto Rico"
`atarot,"Palestinian Territory"
"Rahm Alla","Palestinian Territory"
"Khirbat Safah","Palestinian Territory"
Jericho,"Palestinian Territory"
Tubas,"Palestinian Territory"
Bil`in,"Palestinian Territory"
"Beit Hanina","Palestinian Territory"
"Bayt Safafa","Palestinian Territory"
Burbam,"Palestinian Territory"
Qalqilyah,"Palestinian Territory"
Nabulus,"Palestinian Territory"
"Al Judayrah","Palestinian Territory"
"Lubban Ash Sharqiyah","Palestinian Territory"
"Ash Shumaysani","Palestinian Territory"
Abasan,"Palestinian Territory"
"Ir David","Palestinian Territory"
Tulkarm,"Palestinian Territory"
"Al Haram","Palestinian Territory"
Nablus,"Palestinian Territory"
Ram,"Palestinian Territory"
Pala,Portugal
Chouto,Portugal
Vargos,Portugal
Reis,Portugal
"Vila Nova De Telha",Portugal
Alapraia,Portugal
"Santo António Das Areias",Portugal
Randam,Portugal
Galveias,Portugal
Coito,Portugal
Ribeiradio,Portugal
"Água Longa",Portugal
Amoreira,Portugal
Machada,Portugal
"Vila Flor",Portugal
Roque,Portugal
Milagres,Portugal
Carvoeira,Portugal
Facho,Portugal
Ébora,Portugal
Palau,Palau
Yuty,Paraguay
"Loma Grande",Paraguay
"Fernando De La Mora",Paraguay
Itauguá,Paraguay
Itá,Paraguay
"Loma Plata",Paraguay
Alberdi,Paraguay
Piribebuy,Paraguay
Guarambaré,Paraguay
Caazapá,Paraguay
"Mariano Roque Alonso",Paraguay
"Villa Elisa",Paraguay
Emboscada,Paraguay
Natalio,Paraguay
Altos,Paraguay
"Ciudad Del Este",Paraguay
"Capitán Meza",Paraguay
"Villa Hayes",Paraguay
"Coronel Bogado",Paraguay
"San Antonio",Paraguay
Wakra,Qatar
"Umm Ash Shubrum",Qatar
Raiyan,Qatar
"Umm Bab",Qatar
"Al Muntazah",Qatar
"An Nasraniyah",Qatar
Lusail,Qatar
Wakrah,Qatar
"Ad Dawhah",Qatar
"Rawdat Rashid",Qatar
"Al Wakrah",Qatar
Dukhan,Qatar
Ruwais,Qatar
"Al Rayyan",Qatar
"Al Markhiyah",Qatar
"Ar Rayyan",Qatar
"Al Wajba",Qatar
Khor,Qatar
Doha,Qatar
"Abu Hamur",Qatar
"Le Port",Reunion
"Cap Noir",Reunion
"Bois D'olive",Reunion
"Saint Gilles",Reunion
Bras-panon,Reunion
Sainte-clotilde,Reunion
Saint-denis,Reunion
Saint-philippe,Reunion
Avirons,Reunion
"Boucan Canot",Reunion
Éperon,Reunion
"Maison Moullan",Reunion
"Grande Chaloupe",Reunion
"Maison Henou",Reunion
Saint-bernard,Reunion
Montagne,Reunion
"Maison De L'enfance",Reunion
"Les Lianes",Reunion
Bois-rouge,Reunion
"Bois De Nèfles",Reunion
Sibiu,Romania
Bistritz,Romania
Deleni,Romania
Scarisoara,Romania
"Alexandru Vlahuta",Romania
Tibanesti,Romania
Bodesti,Romania
Band,Romania
Rieni,Romania
Chirileu,Romania
Vistea,Romania
Andronache,Romania
Balacesti,Romania
Ghelari,Romania
Cig,Romania
Salcia,Romania
"Slobozia Moara",Romania
Rotunda,Romania
Lipovat,Romania
Brazi,Romania
"Vucije Polje",Serbia
"Donje Medjurovo",Serbia
Stepanovicevo,Serbia
Balajinac,Serbia
Milosevac,Serbia
Razanj,Serbia
Begaljica,Serbia
Gracanica,Serbia
Sase,Serbia
Simanovci,Serbia
"Zenic Mahala",Serbia
Prigrevica,Serbia
Mandelos,Serbia
Gospodjinci,Serbia
"Rasicev Kraj",Serbia
Kolare,Serbia
Vlasotince,Serbia
Vlahovo,Serbia
Bras,Serbia
Goricani,Serbia
Tikhoretsk,"Russian Federation"
Perevolotskiy,"Russian Federation"
Aparinskiy,"Russian Federation"
Martemyanovo,"Russian Federation"
Kozino,"Russian Federation"
Zavolzhsk,"Russian Federation"
Sobolev,"Russian Federation"
Izberbash,"Russian Federation"
Tukhtubayevo,"Russian Federation"
Konakovo,"Russian Federation"
Skalistyy,"Russian Federation"
Tolmacheva,"Russian Federation"
Udobny,"Russian Federation"
Byakontovo,"Russian Federation"
Katav-ivanovsk,"Russian Federation"
Urengoy,"Russian Federation"
Aksai,"Russian Federation"
Arsk,"Russian Federation"
"Krasni Yar","Russian Federation"
Mogoytuy,"Russian Federation"
Kibagabaga,Rwanda
Nyanza,Rwanda
"Colline Tambwe",Rwanda
Kicukiro,Rwanda
Rwamagana,Rwanda
Nyamagabe,Rwanda
Nyarugenge,Rwanda
Butare,Rwanda
Byumba,Rwanda
Gisenyi,Rwanda
Kigali,Rwanda
Kibungo,Rwanda
"Mont Kigali",Rwanda
Huye,Rwanda
Ruhengeri,Rwanda
Gitarama,Rwanda
"Colline Jenda",Rwanda
Mugina,Rwanda
"Al Madinah Al Munawwarah","Saudi Arabia"
"Al Khobar","Saudi Arabia"
Jaddalah,"Saudi Arabia"
Rahman,"Saudi Arabia"
Jedda,"Saudi Arabia"
Maham,"Saudi Arabia"
Mekka,"Saudi Arabia"
Jazan,"Saudi Arabia"
Ghizlan,"Saudi Arabia"
Jiddah,"Saudi Arabia"
Khatib,"Saudi Arabia"
Jeddah,"Saudi Arabia"
Darin,"Saudi Arabia"
Rass,"Saudi Arabia"
Rahimah,"Saudi Arabia"
Rawdah,"Saudi Arabia"
Qasab,"Saudi Arabia"
"Ras At Tannura","Saudi Arabia"
"Badr Hunayn","Saudi Arabia"
Manifa,"Saudi Arabia"
Auki,"Solomon Islands"
Gizo,"Solomon Islands"
Noro,"Solomon Islands"
Honiara,"Solomon Islands"
"Anse Royale",Seychelles
"Bel Ombre",Seychelles
"Beau Vallon",Seychelles
"La Misere",Seychelles
Mahé,Seychelles
Victoria,Seychelles
Takamaka,Seychelles
Khartoun,Sudan
Rumbek,Sudan
Raja,Sudan
Khartoum,Sudan
Bentiu,Sudan
Thabit,Sudan
"Kab El Gidad",Sudan
Juba,Sudan
"Khartoum North",Sudan
Malakal,Sudan
Kurmuk,Sudan
"Umm Durman",Sudan
Aweil,Sudan
"Sudayrah Al Warraniyah",Sudan
Mabil,Sudan
Kasala,Sudan
Abyei,Sudan
"Sheikh Habibullah",Sudan
Omdurman,Sudan
"Port Sudan",Sudan
Grönkullen,Sweden
Kramfors,Sweden
Älgafall,Sweden
Ersta,Sweden
Näsmark,Sweden
Mörlunda,Sweden
Klagstorp,Sweden
Borgen,Sweden
Barkaryd,Sweden
Kålsered,Sweden
Gräskärr,Sweden
Hjåggsjö,Sweden
Hvitträsk,Sweden
Leknäs,Sweden
Ekliden,Sweden
Sjisjka,Sweden
Vitvattnet,Sweden
Enebybergs,Sweden
Kasteberg,Sweden
Fanbybodarna,Sweden
"Paya Lebar",Singapore
"Seletar Hills Estate",Singapore
Bedok,Singapore
"Rebecca Park",Singapore
Holland,Singapore
"Tampines Estate",Singapore
"Medway Park",Singapore
"Bukit Panjang New Town",Singapore
"Woodlands New Town",Singapore
"Matilda Estate",Singapore
"Kampong Sireh",Singapore
"Tampines New Town",Singapore
"Mandai Road Village",Singapore
"Bedok Garden",Singapore
"Kaki Bukit Estate",Singapore
Clementi,Singapore
"Yio Chu Kang",Singapore
"Lim Chu Kang",Singapore
"Bedok Village",Singapore
"Jurong Village",Singapore
Edinburgh,"Saint Helena"
Jamestown,"Saint Helena"
"Gradisce Pri Lukovici",Slovenia
"Tosko Celo",Slovenia
Kamnica,Slovenia
Levpa,Slovenia
Pisece,Slovenia
Bajgot,Slovenia
Podgorje,Slovenia
Podlom,Slovenia
"Selo Nad Laskim",Slovenia
Grad,Slovenia
Salilog,Slovenia
Kopriva,Slovenia
Vizmarje,Slovenia
Velenje,Slovenia
Lase,Slovenia
Miklavz,Slovenia
"Malo Ubelisko",Slovenia
Visnje,Slovenia
Voklo,Slovenia
Store,Slovenia
Longyearbyen,"Svalbard and Jan Mayen"
Rapovce,Slovakia
Kis-borsa,Slovakia
"Nizny Klatov",Slovakia
Ó-gutapuszta,Slovakia
"Petrova Lehota",Slovakia
Dubnicka,Slovakia
Malinovo,Slovakia
Jahodná,Slovakia
"Dvor Na Ostrove",Slovakia
Brodno,Slovakia
Kace,Slovakia
Ratkovo,Slovakia
Salgovce,Slovakia
Raksa,Slovakia
"Celkova Lehota",Slovakia
Klukania,Slovakia
"Malé Dvorany",Slovakia
Papradno,Slovakia
Opoj,Slovakia
Celovce,Slovakia
Makeni,"Sierra Leone"
Bo,"Sierra Leone"
Gondama,"Sierra Leone"
Freetown,"Sierra Leone"
Bumbuna,"Sierra Leone"
Lungi,"Sierra Leone"
Kenema,"Sierra Leone"
Chiesanuova,"San Marino"
Falciano,"San Marino"
"San Marino Città","San Marino"
Acquaviva,"San Marino"
Serravalle,"San Marino"
Mékhé,Senegal
Tivaouane,Senegal
Podor,Senegal
"Richard Toll",Senegal
"Keur Koumba",Senegal
Diambalo,Senegal
Sali,Senegal
Pout,Senegal
Cambérène,Senegal
Dakar,Senegal
Ngaparou,Senegal
Kaniak,Senegal
Tambacounda,Senegal
Diokoul,Senegal
Kédougou,Senegal
Sokone,Senegal
Médina,Senegal
"Dèni Demba Kodou",Senegal
Fimela,Senegal
Sédhiou,Senegal
Burco,Somalia
Borama,Somalia
Bosaso,Somalia
Muqdisho,Somalia
Bohol,Somalia
Burao,Somalia
Hargeysa,Somalia
Mogadishu,Somalia
Garoe,Somalia
Xamar,Somalia
Hargeisa,Somalia
Garowe,Somalia
Mogadiisho,Somalia
"Nieuw Nickerie",Suriname
Paramaribo,Suriname
Onverwacht,Suriname
Lelydorp,Suriname
Flora,Suriname
"Carl François",Suriname
Nickerie,Suriname
Friendship,Suriname
Meerzorg,Suriname
"Zorg En Hoop",Suriname
Trindade,"Sao Tome and Principe"
"São Tomé","Sao Tome and Principe"
Neves,"Sao Tome and Principe"
Opico,"El Salvador"
"Colonia Milagro De La Paz","El Salvador"
Zaragoza,"El Salvador"
"La Palma","El Salvador"
